"","ResponseId","d_sens_chall","challange_d","d_sens_crit","criticism_d","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","intdel_1","intdel_2","intdel_3","intdel_4","intdel_5","intdel_6","intdel_7","intdel_8","intdel_9","intdel_10","intdel_11","intdel_12","intdel_13","intdel_14","intdel_15","intdel_16","intdel_17","intdel_18","rei_1","rei_2","rei_3","rei_4","rei_5","rei_6","rei_7","rei_8","rei_9","rei_10","rei_11","rei_12","iqms_avg","crms_avg","chms_avg","fms_avg","fsc_avg","crsc_avg","chall_ev_participant","crit_ev_participant","chall_ev_us","crit_ev_us","mcsd","grit_avg","pid_avg","pre_ms_ev","intdel_pid","intdel_rei","intuition_pid","deliberation_pid","intuition_rei","deliberation_rei","challenge_seeking","t1p1_correct","t1p2_correct","t1p3_correct","t1p4_correct","t1pp1_correct","t1pp2_correct","t1pp3_correct","t1tp1_correct","t1tp2_correct","t1tp3_correct","t1tp4_correct","t1tp5_correct","t1tp6_correct","t1tp7_correct","t1tp8_correct","set1_scoreraw","perc_correct","eiottime","perssec","eiottimetrans","perstrans","ewd","pers_wd","effort","persistence","resilience","perc_score"
"121","R_246QdRwWBD6vp7j",-0.3507763422731,-0.174655449827868,0.503285346659554,0.1737674345678,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","stressz","megfelelési vágy","siker","kudarc","tanulás",1,2,5,1,5,"konstruktív","destruktív","szükséges","tanulás","fejlődés",5,1,3,5,5,3,4,2,2,4,3,5,3,2,2,"Az jutott eszembe rögtön, hogy valami negatívat szeretne velem közölni.","frusztráció","izgalom","kíváncsiság",1,4,5,4,4,5,48,52,4,3,5,61,68,"Nem volt konkrét stratégiám, próbáltam maximálisan figyelni.",6,6,3,5,5,5,6,6,6,6,3,4,4,5,5,2,4,2,2,3,2,2,4,5,5,5,1,0,1,0,1,0,1,1,1,0,0,1,0,0,2,3,5,5,3,4,4,5,5,5,4,5,2,3,3,4,4,4,3,3,3,3,2,4,1,5,5,5,3,3,6,6,4,4.5,4.5,5,2.8,3.8,3,3,0.461538461538462,2.75,3.88888888888889,3.33333333333333,3.88888888888889,3.33333333333333,3.75,3.66666666666667,3,3.66666666666667,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0.733333333333333,230.075,172.018,15.1682233633343,13.1155632742174,15.1682233633343,13.1155632742174,0.47499386573085,0.33862795339078,0.666666666666667,1.4802884857883
"122","R_24OAiBx46DK6if1",1.30524822315434,-0.236088537364492,0.59265426581736,0.337882325300649,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","küzdelem","cél","fejlődés","harc","önfejlesztés",3,5,5,4,5,"kemény","reális","fejlesztés","kijavítás","negatív",3,4,5,4,1,3,2,4,3,3,2,4,4,2,2,"Tekintve, hogy csak akkor ír, amikor valami nagyon fontos, én nem aggódnék. Lehet egy személyes találkozóval könnyebb megbeszélni mindent, nem akarja írásban kifejteni, magyarázgatni a dolgokat. A visszajelzést tekintően bizakodó lennék.","kíváncsiság","remény","várakozás",4,5,5,4,3,5,91,86,4,3,5,80,88,"Nem",4,5,1,2,2,2,3,2,5,4,3,4,5,3,5,3,3,3,4,4,3,3,1,1,4,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,4,3,3,2,5,4,4,2,3,3,4,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.5,3.5,3.75,1.75,1,3,4.4,3.4,3,2.8,0.230769230769231,3.5,3.55555555555556,4.66666666666667,3.55555555555556,3,3.625,3.5,3,3,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,92.861,68.788,9.63644125183151,8.29385314555304,9.63644125183151,8.29385314555304,0.271028526593521,0.214137239680992,0,0.485165766274514
"123","R_24PfFL5MPBG1253",0.266504605650455,-0.479447153933323,1.01955539351697,0.159450762006232,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","akadály","verseny","megpróbáltatás","versengés","próba",2,3,2,2,3,"vélemény","minősítés","visszajelzés","értékelés","negatív",3,4,5,3,1,3,2,2,3,2,2,4,3,4,3,"Azt gondolom, azért szeretne személyesen beszélni róla, mert alapvetően jónak gondolja a munkám, viszont lehet, hogy szeretne tanácsot adni még, miben lehetne még jobb és ehhez fontos a személyes találkozás, hisz e-mailen ezt nehéz lenne lekommunikálni, együtt gondolkodni.","kíváncsiság","aggodalom","várakozás",4,1,4,4,4,4,70,74,2,3,4,78,91,"hangosan felolvastam a szót gyorsan",4,4,1,3,3,3,3,3,4,3,4,4,4,4,2,3,2,2,2,3,2,2,3,4,3,5,0,0,0,0,1,1,1,1,1,1,0,1,1,0,4,4,4,5,4,5,2,4,5,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,3.25,4,2.5,3.5,4,2.4,3.2,2.4,3.2,0.615384615384615,2.25,4.11111111111111,3,4.11111111111111,3.66666666666667,4.125,4.33333333333333,4,3.33333333333333,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0.8,144.912,168.814,12.0379400231103,12.9928441843963,12.0379400231103,12.9928441843963,0.359575490564357,0.335459495173679,1,1.69503498573804
"124","R_24Sv7QL3UoMA5Ff",0.71258556920731,-0.38601776161217,-0.20933906166978,0.458533022503584,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","újdonság","félelem","küzdelem","elfogadás","siker",4,2,4,5,5,"helytelen","építő jellegű","kritizál","elutasít","elfogad",1,5,2,2,5,4,4,3,2,4,2,5,4,3,2,"Valószínűleg negatív visszajelzést szeretne közölni velem.","szorongás","félelem","elkeseredettség",1,1,1,3,3,5,45,99,3,3,5,35,96,"Magamban kimondtam a szavakat,így könnyebb volt számomra és gyorsabban tudtam választani.",5,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,5,4,5,0,0,0,1,0,0,1,1,1,0,1,0,0,0,4,4,4,3,4,3,4,4,3,5,4,3,2,4,4,4,3,4,4,3,4,4,3,3,2,3,3,4,3,3,4.5,3.75,4,3.75,4,4.5,4,3,3.4,3.2,0.384615384615385,3.25,3.66666666666667,1,3.66666666666667,3.25,3.375,3.66666666666667,3.5,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0.533333333333333,326.204,202.462,18.061118459276,14.2289142242126,18.061118459276,14.2289142242126,0.58165937016305,0.367373326023284,1,2.94903269618633
"125","R_25uLNNzFZr8LC6G",-1.20135673422248,0.223259873094341,-0.931345654682155,0.438925441673742,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","bátorság","verseny","küzdelem","cél","új",5,2,2,5,3,"hiba","fejlődés","éleseszű","tűrőképesség","építő",1,5,5,3,5,3,2,2,2,2,2,5,3,2,3,"Nem biztos, hogy tetszik neki, mert ha jó lenne, akkor megírta volna emailben, így viszont inkább szóban fejtené ki a kritikáját.","félelem","szorongás","fejlesztés",1,1,4,4,4,5,61,86,4,4,5,71,92,"Nem volt.",6,6,2,4,5,4,4,5,5,5,4,5,5,5,3,3,3,2,1,3,2,4,3,5,4,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,5,5,5,5,5,5,4,4,5,5,5,5,2,5,5,4,4,3,3,3,2,4,2,3,4,3,5,5,4,4,6,4.75,4.75,3.75,4,4,3.4,3.8,2.2,3,0.307692307692308,2.625,4.5,2,4.5,3.5,4.375,5,2.83333333333333,4.16666666666667,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0.533333333333333,126.901,125.129,11.2650343985272,11.1861074552321,11.2650343985272,11.1861074552321,0.331077267991303,0.288811741804557,0.333333333333333,0.953222343129194
"126","R_25XVezjQdKBvXWB",0.484949968134443,0.188813229895561,-0.400417027502719,0.198114403390361,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","nehéz","kockázatos","következmények","megéri","munka",2,2,3,5,3,"megemészteni","kedvetlenség","izgalom","fájdalmas","építő",2,2,3,2,5,3,2,4,3,3,2,5,4,4,3,"Valószínűleg talált pár kisebb hibát és építőjellegű kritikát akar mondani, segíteni szeretne.","nyugtalan","elgondolkozó","izgatott",2,3,4,4,4,5,46,39,4,3,5,68,60,"Próbáltam nagyon koncentrálni",4,3,2,3,4,4,4,3,4,4,2,3,4,3,4,3,5,3,4,3,4,3,1,3,5,3,0,0,0,0,1,0,1,1,1,1,1,0,1,0,3,2,3,3,3,1,2,1,4,4,4,5,4,5,5,5,4,4,1,2,3,1,2,2,2,3,4,3,5,3,3.5,3.75,3,3.25,2,4,3,2.8,3,3.6,0.538461538461538,3.625,3.44444444444444,3,3.44444444444444,2.58333333333333,4.5,2.5,1.83333333333333,3.33333333333333,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0.533333333333333,135.328,67.076,11.633056348183,8.18999389499162,11.633056348183,8.18999389499162,0.344646804943137,0.211455719663667,1,1.5561025246068
"127","R_262q9CH5xlLCHzR",1.59289107185443,0.45766559620274,0.323399910173969,-0.0273230666676598,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","indulat","teljesítmény","erőfeszítés","challange",5,2,5,5,5,"dicséret","újságcikk","színház","ellenszenv","igazság",5,2,3,1,2,5,5,5,4,5,2,5,5,2,2,"Biztosan valami szélsőségeset. Egyik lehetőség, hogy nagyon jól sikerült, és szeretné bemutatni valakinek, vagy szeretné, ha bemutatnám valakinek... A másik lehetőség, hogy olyan rossz lett, hogy személyesen akar találkozni, elmondani a hibákat, és segíteni a javításban. Például plágium van benne, amiből botrány lehet, vagy hasonló eseteket tudnék elképzelni.","kihívás","izgalom","félelem",4,4,1,4,5,5,70,75,5,5,4,68,65,"Próbáltam összekapcsolni a két felső szót, és úgy figyelni a szavakat. Pl. pozitív kritika - itt arra gondoltam, hogy a kritika jó dolog. Pl. 2. negatív kritika - itt arra gondoltam, hogy a kritika rossz dolog.",3,2,2,3,4,5,5,4,3,3,6,5,6,5,3,1,2,2,2,4,2,1,4,3,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,4,4,4,5,4,4,4,5,2,5,1,2,3,2,4,2,4,4,1,4,2,4,5,3,4,5,5,5,2.5,3.75,5.5,3.5,3.5,4.5,4.4,2.6,4.8,3.2,0.153846153846154,2.125,3.5,3,3.5,3.83333333333333,2.875,4.16666666666667,3.16666666666667,4.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.933333333333333,345.983,621.491,18.6006182692942,24.9297212178556,18.6006182692942,24.9297212178556,0.601551560328325,0.643655197882371,1,3.2452067582107
"128","R_262r3VDNs4t6f5S",-2.8964733361037,0.608515048765843,-0.143288334406357,0.379723041360648,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","teljesítmény","erő","feladat","koncentrálás","befektetés",4,5,2,3,4,"ítélet","gondolkodás","vélemény","pozitív","kritikus",2,5,3,5,1,4,4,4,2,2,2,3,4,3,1,"Ha személyesen szeretne konzultálni róla (amellett, hogy ő maga nagyon elfoglalt), akkor biztosan talált a dolgozatomban olyan hibákat amik felett én átsiklottam, pedig elég nagyok.","aggodalom","meglepődés","bizonytalanság",2,3,1,4,4,5,60,60,4,4,5,71,66,"Igyekeztem kizárni minden gondolatomat és kizárólag a feladatra koncentrálni.",3,2,2,3,3,4,4,4,4,3,5,5,4,5,3,3,3,3,2,2,2,2,4,4,3,3,0,0,0,0,1,0,1,1,1,0,0,1,1,1,4,4,4,4,3,3,4,3,3,4,4,4,3,4,4,2,3,4,4,3,3,4,3,4,2,2,2,2,3,3,2.5,3.75,4.75,3,4,3,3.6,3.2,3.2,2.6,0.538461538461538,2.5,3.55555555555556,2,3.55555555555556,2.91666666666667,3.375,3.66666666666667,3.5,2.33333333333333,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0.533333333333333,147.314,196.838,12.1372978870917,14.029896649655,12.1372978870917,14.029896649655,0.363238968267282,0.362234933370814,0.666666666666667,1.39214056830476
"129","R_2720W4dszi7Wlub",1.26260138653851,-0.283101593891939,0.970409290479656,-0.422680400764911,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","csata","verseny","teljesítés","akaraterő","harc",5,4,4,5,3,"őszinte","bántó","sértő","segítő","fejlesztő",5,2,1,5,5,3,1,3,2,4,3,5,4,4,2,"Konkrétumot mond, segítő szándékkal mely lehet akár negatív tartalmu is.","megfelelés","precizitás","maximalizmus",4,5,5,5,5,5,30,30,4,4,5,50,50,"nem volt",5,6,2,2,5,5,5,4,5,4,5,6,6,6,2,3,1,2,3,1,2,3,3,5,3,5,1,0,0,0,1,0,1,1,1,0,1,1,0,1,5,4,5,4,4,5,5,3,4,5,5,5,4,5,4,5,5,5,4,2,5,4,4,5,5,5,5,5,5,5,5.5,4.5,5.75,3.5,4,4,4.2,3.6,2.6,3.6,0.538461538461538,2.125,4.55555555555556,4.66666666666667,4.55555555555556,4.5,4.625,4.5,4,5,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0.75,0.466666666666667,202.77,161.499,14.239733143567,12.7082256826042,14.239733143567,12.7082256826042,0.440758999146583,0.32811099029105,0.666666666666667,1.4355366561043
"130","R_27EvYwf5OwxPlX4",0.11993130338995,0.167454268769339,1.09913768438007,0.576690593073918,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","Raid","Mythic+","Tanulás","Egyetem","Webprogramozás",3,3,2,2,1,"DPS","Makk","Homofóbia","Emberek","LGBTQ",5,3,3,2,2,4,4,3,3,3,3,4,4,3,2,"Az őszinte véleményét szeretné elmondani, legyen az jó vagy rossz.","Bizakodás","Nyugodtság","Kíváncsiság",4,3,4,4,NA,NA,61,80,4,3,4,54,71,"Nem",4,3,2,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,3,2,3,4,5,3,4,4,0,0,1,1,1,0,1,0,1,0,0,0,1,1,5,4,4,4,4,1,3,2,3,3,3,3,2,3,2,3,4,3,2,3,3,4,3,4,3,3,3,3,3,3,3.5,4,3.75,3.5,4,4,2.2,3,3.4,3.2,0.538461538461538,3.125,3.11111111111111,3.66666666666667,3.11111111111111,3.08333333333333,2.875,3.66666666666667,3.16666666666667,3,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.4,111.451,19.338,10.557035568757,4.3974992893689,10.557035568757,4.3974992893689,0.304972259060705,0.113538103797929,0,0.418510362858634
"131","R_27IFCHTm8sCIi0g",1.79995681759697,0.0526364781863622,0.0782065703764503,0.263185649658822,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét","tanulás","fejlődés","munka","siker","kudarc",4,5,5,5,1,"újság","visszajelzés","dolgozat","előadás","művész",4,3,2,4,4,4,2,2,3,3,2,4,4,3,2,"Szerintem két eshetőség van: Vagy nagyon tetszett neki, és pozitívan szeretne visszajelezni. Vagy pedig nagyon nem tetszett amit küldtem, és ezért szeretne velem személyesen konzultálni róla.","szorongás","izgatottság","kíváncsiság",2,4,4,4,4,5,85,95,3,4,5,65,95,"Magamban mondtam a kategóriák nevét.",5,4,2,3,5,4,4,3,4,5,4,4,6,6,2,2,1,1,1,1,2,1,3,3,4,4,0,0,1,1,1,0,1,1,1,1,0,0,1,1,5,4,4,5,4,5,3,4,3,4,4,5,2,4,4,2,4,3,4,3,3,3,3,4,5,5,5,5,5,5,4.5,4,5,3.5,3,4,4,3.4,2.8,3,0.692307692307692,1.375,3.83333333333333,3.33333333333333,3.83333333333333,4.16666666666667,3.5,4.5,3.33333333333333,5,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0.8,124.01,455.734,11.1359777298628,21.3479272998575,11.1359777298628,21.3479272998575,0.326318749549782,0.551177618493649,1,1.87749636804343
"132","R_27Ou3aEJjOl4Uot",-0.0484023337197412,-0.226752818640357,-0.21108843051326,-0.364509185014581,"a böngészőt átváltottam teljes képernyős módra","verseny","helyezés","megmérettetés","siker","öröm",3,2,4,5,5,"harag","jogos","negatív","megértés","sértődés",1,3,1,5,2,5,5,5,3,3,4,4,5,3,2,"Úgy gondolom, hogy vagy nagyon tetszett neki amit leírtam, és úgy gondolja, hogy ezt tovább is lehetne gondolni, vagy esetleg talált benne valamilyen hibát amiben szeretne segíteni, hogy kijavítsam.","öröm","sikerélmény","büszkeség",5,5,5,5,5,5,20,25,5,5,4,40,40,"Nem igazán",3,2,4,4,4,5,5,6,4,5,6,6,5,5,1,3,2,1,1,1,4,3,1,5,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,2,3,4,3,3,5,4,4,4,4,3,4,3,4,2,3,4,2,3,4,4,3,2,3,1,3,2,1,5,5,2.5,5,5.5,4.25,3,4,3.8,2.4,4.2,3.6,0.538461538461538,2,3.38888888888889,5,3.38888888888889,3,3.375,3.33333333333333,3.16666666666667,2.83333333333333,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.75,0.466666666666667,115.53,157.071,10.7484882657981,12.532796974339,10.7484882657981,12.532796974339,0.312031415313362,0.32358163358682,0.333333333333333,1.96894638223352
"133","R_27PDa4xc3aZQhuw",-1.34482634525793,-0.110262771200949,-0.449365931411003,0.118333220338014,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","bátorság","valami új","kaland","tudás","boldogság",5,4,4,5,5,"negatív","javulás","szidás","alkotás","művészet",1,5,1,4,4,3,2,4,4,4,2,4,4,3,2,"Mivel nem írta egy szóval sem, milyen lett, csak hogy szeretne velem beszélni, ezért félnék, hogy szerinte rossz lett, és teli van hibával","félelem","izgatottság","kíváncsiság",1,2,4,5,5,5,70,100,5,4,5,65,91,"Amikor témaváltás volt, hagytam magamnak egy pár másodpercnyi szünetet, és mondogattam, hogy most mire kell figyelni.",2,2,2,4,4,6,4,4,3,3,4,4,4,5,5,2,4,2,5,4,3,2,1,3,1,4,0,0,0,1,1,0,1,1,1,1,0,0,0,1,5,4,5,5,4,5,5,5,4,5,4,5,1,4,5,4,2,4,3,2,2,3,1,2,2,2,2,4,2,2,2,3.5,4.25,4,2,2.5,4.6,3,3.4,3,0.538461538461538,3.375,4.22222222222222,2.33333333333333,4.22222222222222,2.25,3.625,4.66666666666667,2.16666666666667,2.33333333333333,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0.6,593.984,360.27,24.3717869677215,18.9807797521598,24.3717869677215,18.9807797521598,0.814343452175578,0.490060736763787,0,2.30440418893936
"134","R_27s1GZ2PRiy3BAc",-0.134360385871426,0.317821579584525,0.952651278070558,0.557975780981947,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","youtube","próba","megprópáltatás","erőfelmérés","szórakozás",4,3,2,4,5,"pletyka","bírálás","Puzsér Róbert","értékelés","vélemény",2,2,5,3,3,4,2,4,2,2,3,4,3,3,2,"Biztos lennék benne, hogy a hibáimra szeretne rávilágítani","félelem","izgalom","stressz",1,2,2,3,4,NA,66,77,3,4,5,57,78,"Csak a koncentráció",3,3,4,4,4,4,4,3,3,3,5,4,3,4,4,3,3,3,3,4,4,4,3,5,4,4,0,0,0,0,1,0,1,0,1,1,0,0,0,1,5,4,4,2,5,4,1,2,2,5,3,4,2,4,4,3,4,1,4,4,2,2,2,2,4,4,4,4,4,4,3,3.25,4,4,4,4,3.6,3,2.8,3,0.384615384615385,3.5,3.27777777777778,1.66666666666667,3.27777777777778,3.33333333333333,3.25,4,2.66666666666667,4,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.5,0.6,128.578,987.655,11.3392239593369,31.4269788557539,11.3392239593369,31.4269788557539,0.33381275153458,0.81140651824687,1,3.14521926978145
"135","R_28O4xeW2oQJYicQ",0,0.462506475142084,-0.42877903651683,-0.261358224835398,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","mikulás","győzelem","elesés","valóvilág","szerep",5,5,2,5,3,"Jutka","szép","fájdalom","személy","édes",3,5,2,3,5,3,2,2,2,2,1,3,2,3,2,"Hogy valami komolyabb gond van a prezentációmmal.","meglepődöttség","félelem","aggodalom",2,1,1,5,5,5,45,100,5,5,5,65,100,"Nem.",6,5,1,2,3,4,2,1,3,1,4,4,5,5,4,3,3,2,2,3,3,3,4,4,4,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4,5,3,4,5,4,4,3,4,4,4,5,4,4,4,4,4,5,3,5,4,3,5,3,2,1,2,2,2,1,5.5,1.75,4.5,2.5,4,4,4,3.6,2.2,2.2,0.307692307692308,2.875,4.11111111111111,1.33333333333333,4.11111111111111,2.75,4.125,4.16666666666667,3.83333333333333,1.66666666666667,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0.533333333333333,359.528,562.667,18.9612235892096,23.7206028591181,18.9612235892096,23.7206028591181,0.614847634701598,0.612437226784523,0.666666666666667,1.89395152815279
"136","R_28zB1qXIrSOeCJG",0,0.441477604745428,0.992980440953882,0.63090654957541,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","kitartás","erő","önbizalom","nyerés",4,5,5,5,4,"önbizalomhiány","szomorúság","megfelelés","építő","tanács",1,1,2,4,5,4,5,4,4,4,2,4,3,3,2,"Véleményem szerint valamilyen probléma merül fel a szakdolgozatomban, amit jobbnak lát személyesen közölni.","félelem","kíváncsiság","aggodalom",1,4,1,4,3,5,60,82,4,3,5,60,81,"Igyekeztem gyors lenni, ha hibáztam, akkor próbáltam nem kizökkenni.",5,6,2,3,5,3,5,4,4,4,4,5,4,5,3,2,3,2,3,3,4,2,4,4,4,4,0,0,0,0,1,0,1,1,1,1,1,0,1,0,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,2,4,4,3,3,5.5,4.25,4.5,3.25,4,4,4.6,2.6,4.2,2.8,0.538461538461538,2.75,3.83333333333333,2,3.83333333333333,3.5,3.75,4.16666666666667,3.66666666666667,3.33333333333333,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0.733333333333333,235.012,349.336,15.3301011086033,18.6905323626696,15.3301011086033,18.6905323626696,0.480962547892774,0.482566900820553,1,1.96352944871333
"137","R_29bJbHLhAapnhTy",0.123643386837248,0.23804500274791,-0.361899555739646,-0.185098205902511,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kaland","izgalom","felkérés","jeges víz","próba",4,5,4,3,3,"film","zene","kritikus","rossz","vélemény",3,3,2,1,2,5,2,3,1,4,2,3,4,3,2,"Bármelyik oldalra billenhet a mérleg, a dolgozat sikeressége vagy éppen az ellenkezője felé is. Minden esetre nagy izgalom lenne bennem és kétség.","izgalom","kétség","elgondolkodtató",4,2,4,4,4,4,40,60,3,3,4,61,76,"Próbáltam a kategóriákra koncentrálni és a szavakat csak ""épphogy"" felfogni",5,4,1,5,6,4,4,5,4,5,5,4,4,5,5,2,3,3,3,3,3,3,4,4,4,4,1,0,0,0,1,0,1,0,1,1,0,0,1,0,3,3,4,4,3,3,2,4,5,5,4,5,3,5,5,5,4,5,5,5,5,5,3,4,3,2,3,3,3,3,4.5,4.5,4.5,4,4,4,3.8,2.2,3,2.8,0.384615384615385,3.125,4,3.33333333333333,4,3.66666666666667,4.5,3.33333333333333,4.5,2.83333333333333,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,270.217,80.717,16.438278498675,8.9842640210537,16.438278498675,8.9842640210537,0.521822757610775,0.231962812009183,0,1.75378556961996
"138","R_2a9SprYpwXqntaC",0.361906998921233,0.101756972703408,-0.578772387850916,0.0580280277213596,"lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","egyetem","tanulás","vizsgák","munka","fejlődés",2,3,1,4,5,"vélemény","építő","fejlődés","tanulás","semlegesség",2,5,5,5,3,3,3,2,3,2,2,3,3,3,1,"Valószínűleg ki fogja emelni a jobb és rossz dolgokat is a prezentációmból. Biztosan el fogja mondani, hogy még min tudnék javítani és hogy mi az, amit nagyon jól csináltam.","feszültség","izgalom","félelem",1,5,2,4,4,5,50,90,4,4,5,60,90,"Próbáltam erősen koncentrálni, sokat pislogni és néha mozgatni a fejemet.",6,6,4,4,4,5,4,4,4,3,4,5,6,5,4,3,3,1,3,2,1,1,4,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,4,5,5,3,5,5,5,3,5,5,5,3,5,5,4,2,3,4,2,2,4,4,1,1,4,4,4,5,5,6,3.75,5,4.25,3.5,3,3,4,2.6,2.4,0.230769230769231,2.25,4.27777777777778,2.66666666666667,4.27777777777778,3.33333333333333,4,4.5,2.83333333333333,3.83333333333333,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0.466666666666667,124.458,176.456,11.1560745784528,13.2836741905242,11.1560745784528,13.2836741905242,0.327059751356365,0.342968373572622,0.666666666666667,2.33669479159565
