"","assoc","word","order_mean","n","attitude_mean"
"72","CHALLENGE","szorongas",2.5,2,1
"73","CHALLENGE","motorozas",1,1,5
"74","CHALLENGE","uj",2.71428571428571,7,4.26666666666667
"75","CHALLENGE","fight",3,12,3.1
"76","CHALLENGE","szakdolgozat",2.5,2,3
"77","CHALLENGE","effort",2.75,12,3.26666666666667
"78","CHALLENGE","victory",3.13333333333333,15,4.88333333333333
"79","CHALLENGE","jovo",2.66666666666667,3,4
"80","CHALLENGE","solution",3.83333333333333,12,4.71333333333333
"81","CHALLENGE","odafigyeles",1,1,3
"82","CHALLENGE","boldogit",1,1,4
"83","CHALLENGE","vizsga",1.875,8,1.83333333333333
"84","CHALLENGE","erobefektetes",2.66666666666667,3,4
"85","CHALLENGE","onfejlesztes",1,1,5
"86","CHALLENGE","targyak",1,1,2
"87","CHALLENGE","hegymaszas",1,1,5
"88","CHALLENGE","university",2.42857142857143,14,4
"89","CHALLENGE","ellenfel",3.2,5,2.375
"90","CHALLENGE","szuletes",1,1,4
"91","CHALLENGE","jatek",2.75,4,4
"92","CHALLENGE","perseverance",2.94117647058824,34,4.67166666666667
"93","CHALLENGE","flow",3.66666666666667,3,5
"94","CHALLENGE","eroproba",1.5,2,4.5
"95","CHALLENGE","megfelelni",1,1,3
"96","CHALLENGE","szeretem",2,2,5
"97","CHALLENGE","intelligencia",2.66666666666667,3,5
"98","CHALLENGE","erot igenylo",1,1,3
"99","CHALLENGE","moka",1.5,2,5
"100","CHALLENGE","hegy",3.33333333333333,3,3.66666666666667
"101","CHALLENGE","versenyzes",1.5,2,3
"102","CHALLENGE","megerolteto",1,1,1
"103","CHALLENGE","megfeleles",2,4,3.75
"104","CHALLENGE","nem unalmas",2,1,5
"105","CHALLENGE","faradtsag",3.71428571428571,7,2.3125
"106","CHALLENGE","penzugy",2,1,1
"107","CHALLENGE","elorelepes",3.5,6,4.75
"108","CHALLENGE","elegseges",2,1,4
"109","CHALLENGE","energia",3.33333333333333,9,4.66666666666667
"110","CHALLENGE","ijeszto",3.5,2,2
"111","CHALLENGE","vagyakozas",2,1,4
"112","CHALLENGE","tehetseg",3,2,5
"113","CHALLENGE","kockaztatas",2,1,2
"114","CHALLENGE","onbizalom",3.4,5,5
"115","CHALLENGE","gondolkodas",3.33333333333333,6,4.05555555555556
"116","CHALLENGE","elmeny",3.14285714285714,7,4.20833333333333
"117","CHALLENGE","kreativitas",2.75,4,5
"118","CHALLENGE","kepesseg",3.5,2,5
"119","CHALLENGE","failure",3.48,25,1.28571428571429
"120","CHALLENGE","uj lehetoseg",2,2,4.5
"121","CHALLENGE","time",3.8,10,2.65
"122","CHALLENGE","videojatek",2,1,4
"123","CHALLENGE","szenvedes",2.33333333333333,3,1
"124","CHALLENGE","rewarding",2,1,5
"125","CHALLENGE","torekves",3.33333333333333,3,4
"126","CHALLENGE","megmaradni",2,1,2
"127","CHALLENGE","labor",2,1,4
"128","CHALLENGE","megeri",2,1,5
"129","CHALLENGE","uj feladat",3,2,4.5
"130","CHALLENGE","edzes",3.5,2,4.5
"131","CHALLENGE","gyerunk",3.5,2,5
"132","CHALLENGE","osztonzes",2.75,4,4.5
"133","CHALLENGE","tettvagy",2,1,4
"134","CHALLENGE","vetelkedo",2,1,3
"135","CHALLENGE","munkahely",3.5,2,3.5
"136","CHALLENGE","nyereseg",3,2,5
"137","CHALLENGE","csapat",3,2,3.5
"138","CHALLENGE","otleteles",2,1,4
"139","CHALLENGE","karrier",3,2,4
"140","CHALLENGE","megmutathatnek",2,1,4
"141","CHALLENGE","uj feladatok",2,1,3
"142","CHALLENGE","megoldando",3,2,4
"143","CHALLENGE","tullepes",2,1,5
"144","CHALLENGE","idotoltes",2,1,5
"145","CHALLENGE","jogositvany",2,1,5
"146","CHALLENGE","parbaj",3.875,8,2.94444444444444
"147","CHALLENGE","aggodalom",2,1,1
"148","CHALLENGE","en",2,1,5
"149","CHALLENGE","idoigenyes",2,1,2
"150","CHALLENGE","krizis",2,1,4
"151","CHALLENGE","epites",3.5,4,4.75
"152","CHALLENGE","merce",3.25,4,2.83333333333333
"153","CHALLENGE","versenyzo",2,1,4
"154","CHALLENGE","folyamat",3,2,3.5
"155","CHALLENGE","kemeny munka",3,2,3.5
"156","CHALLENGE","kepesnek lenni",2,1,5
"157","CHALLENGE","szerencse",2,1,5
"158","CHALLENGE","megvalositando",2,1,4
"159","CHALLENGE","kapcsolat",2,1,3
"160","CHALLENGE","eszkoz",2,1,3
"161","CHALLENGE","angol",2,1,2
"162","CHALLENGE","szorgalom",2.8,5,3.77777777777778
"163","CHALLENGE","challange",2,1,5
"164","CHALLENGE","diploma",2,1,5
"165","CHALLENGE","ismerkedes",2,1,3
"166","CHALLENGE","vizsgak",2,1,3
"167","CHALLENGE","konyvtar",2,1,5
"168","CHALLENGE","bizonyitasi vagy",2,1,3
"169","CHALLENGE","alvatlansag",2,1,1
"170","CHALLENGE","konfortzona",2,1,3
"171","CHALLENGE","nyelvek",2,1,1
"172","CHALLENGE","elorehaladas",2,1,3
"173","CHALLENGE","elgondolkodtat",2,1,5
"174","CHALLENGE","gyakorlas",3.33333333333333,3,3.75
"175","CHALLENGE","gyozni",2,1,5
"176","CHALLENGE","izgalmas",3,5,4.66666666666667
"177","CHALLENGE","eletero",2,1,5
"178","CHALLENGE","eredmenyesseg",2,1,5
"179","CHALLENGE","beadando",2,1,2
"180","CHALLENGE","hatarok",3.75,4,4
"181","CHALLENGE","kiserlet",2,1,3
"182","CHALLENGE","ambiciok",2,1,3
"183","CHALLENGE","oriflame",2,1,5
"184","CHALLENGE","megprobalni",2,1,4
"185","CHALLENGE","uj nyelv tanulasa",2,1,5
"186","CHALLENGE","szukseges",2,1,4
"187","CHALLENGE","felelosseg",3.25,4,2.66666666666667
"188","CHALLENGE","maszas",2,1,1
"189","CHALLENGE","elony",2,1,4
"190","CHALLENGE","onismeret",4,3,5
"191","CHALLENGE","valtozatossag",3,1,5
"192","CHALLENGE","ugras",3,1,4
"193","CHALLENGE","orom",3.75,8,5
"194","CHALLENGE","onallosag",3,1,5
"195","CHALLENGE","novekedes",3,1,5
"196","CHALLENGE","vezetes",3,1,2
"197","CHALLENGE","gyerekneveles",3,1,4
"198","CHALLENGE","bizonytalansag",3.5,2,1
"199","CHALLENGE","fejtores",3,1,2
"200","CHALLENGE","akaratero",4.14285714285714,7,5
"201","CHALLENGE","uj dolgok",3,2,4.5
"202","CHALLENGE","tapasztalat",4.33333333333333,3,5
"203","CHALLENGE","alairas",3,1,1
"204","CHALLENGE","feladas",3,1,1
"205","CHALLENGE","ellenfelek",3,1,2
"206","CHALLENGE","megugras",3,1,4
"207","CHALLENGE","uj perspektiva",3,1,4
"208","CHALLENGE","mosoly",3,1,4
"209","CHALLENGE","panikroham",3,1,1
"210","CHALLENGE","kimozdit",3,1,4
"211","CHALLENGE","anal1",3,1,5
"212","CHALLENGE","alkalmas",3,1,4
"213","CHALLENGE","alkotni",3,1,5
"214","CHALLENGE","tudas",4.25,4,4.83333333333333
"215","CHALLENGE","szembeszegules",3,1,2
"216","CHALLENGE","igyekezet",3,1,4
"217","CHALLENGE","csalodas",3,1,2
"218","CHALLENGE","gyengeseg",3,1,2
"219","CHALLENGE","felfedezes",3,1,5
"220","CHALLENGE","kutatas",3,1,3
"221","CHALLENGE","bukas",3.5,4,1.25
"222","CHALLENGE","csalad",3,1,1
"223","CHALLENGE","onmegvalositas",3,1,5
"224","CHALLENGE","oszpontositas",3,1,4
"225","CHALLENGE","szembenezes",3,1,3
"226","CHALLENGE","elengedes",3,1,4
"227","CHALLENGE","forgalom",3,1,4
"228","CHALLENGE","-",4,3,3
"229","CHALLENGE","helyezes",3,1,5
"230","CHALLENGE","bonyolult",3,1,3
"231","CHALLENGE","osszpontositas",3,1,4
"232","CHALLENGE","szakma",3,1,5
"233","CHALLENGE","megterules",3,1,5
"234","CHALLENGE","lefoglal",3,1,4
"235","CHALLENGE","elismeres",3.5,2,5
"236","CHALLENGE","ketsegek",3,1,1
"237","CHALLENGE","esz",3,1,5
"238","CHALLENGE","elore",3,1,5
"239","CHALLENGE","tura",3,1,4
"240","CHALLENGE","negativ tenyezo",3,1,1
"241","CHALLENGE","statisztika",3,1,1
"242","CHALLENGE","felmeres",3,1,3
"243","CHALLENGE","alapos",3,1,5
"244","CHALLENGE","kitatas",3,1,4
"245","CHALLENGE","ut",3,1,3
"246","CHALLENGE","osztalyzat",3,1,2
"247","CHALLENGE","vereseg",3.5,2,1.5
"248","CHALLENGE","haladas",4,2,5
"249","CHALLENGE","feladni",3.5,2,1
"250","CHALLENGE","baratkozas",3,1,3
"251","CHALLENGE","csapatmunka",3.66666666666667,3,4
"252","CHALLENGE","veszely",3,1,1
"253","CHALLENGE","elfogadva",3,1,3
"254","CHALLENGE","megoldando problema",3,1,2
"255","CHALLENGE","strategia",4,2,3
"256","CHALLENGE","nemet irodalom",3,1,1
"257","CHALLENGE","izzadas",3,1,2
"258","CHALLENGE","katonasag",3,1,5
"259","CHALLENGE","tamogatas",4,2,4.5
"260","CHALLENGE","idobefektetes",3,1,2
"261","CHALLENGE","mereszseg",3,1,4
"262","CHALLENGE","logika",3,1,3
"263","CHALLENGE","alazat",3.5,2,4.5
"264","CHALLENGE","beilleszkedes uj kornyezetbe",3,1,4
"265","CHALLENGE","jo",3,1,4
"266","CHALLENGE","hatarido",3.5,2,2.5
"267","CHALLENGE","nagy",3,1,4
"268","CHALLENGE","bajnok",3,1,4
"269","CHALLENGE","keszsegfejlesztes",3,1,5
"270","CHALLENGE","akaratlan",3,1,3
"271","CHALLENGE","kenyszer",4,1,3
"272","CHALLENGE","faraszto",4,1,2
"273","CHALLENGE","presztizs",4,1,5
"274","CHALLENGE","kalandvagy",4,1,5
"275","CHALLENGE","komfortzona",4.33333333333333,3,3.75
"276","CHALLENGE","kompetencia",4,1,5
"277","CHALLENGE","problemak",4,1,2
"278","CHALLENGE","eltokeltseg",4,1,5
"279","CHALLENGE","jovedelem",4,1,4
"280","CHALLENGE","hazassag",4,1,2
"281","CHALLENGE","ketelu penge",4,1,3
"282","CHALLENGE","nemmindenapi",4,1,4
"283","CHALLENGE","rosszullet",4,1,1
"284","CHALLENGE","algo1",4,1,5
"285","CHALLENGE","bizonyitek",4,1,5
"286","CHALLENGE","korlatok",4,1,4
"287","CHALLENGE","tudas invesztalas",4,1,5
"288","CHALLENGE","megmozgat",4,1,4
"289","CHALLENGE","gurcoles",4,1,1
"290","CHALLENGE","elakadas",4.5,2,1.5
"291","CHALLENGE","100%-os teljesitmeny",4,1,5
"292","CHALLENGE","hit",4,1,5
"293","CHALLENGE","lelkesito",4,1,5
"294","CHALLENGE","kivancsisag",4.5,2,4.5
"295","CHALLENGE","elkotelezettseg",4,1,5
"296","CHALLENGE","palyakezdofizetes",4,1,1
"297","CHALLENGE","magabiztossag",4.75,4,3.33333333333333
"298","CHALLENGE","hazi",4,1,3
"299","CHALLENGE","rendezettseg",4,1,4
"300","CHALLENGE","komplikalt",4,1,4
"301","CHALLENGE","egyediseg",4,1,5
"302","CHALLENGE","aktivitas",4,1,4
"303","CHALLENGE","akarom",4,1,5
"304","CHALLENGE","idozites",4,1,2
"305","CHALLENGE","gyermekvallalas",4,1,4
"306","CHALLENGE","tulesni rajta",4,1,3
"307","CHALLENGE","uj emberek",4,1,5
"308","CHALLENGE","donteshozatal",4,1,2
"309","CHALLENGE","targy",4,1,4
"310","CHALLENGE","menet",4,1,3
"311","CHALLENGE","legyozes",4,1,4
"312","CHALLENGE","szocialpolitika",4,1,3
"313","CHALLENGE","szemelyisegfejlodes",4,1,5
"314","CHALLENGE","legyozni",4.5,2,4.5
"315","CHALLENGE","boldogsag",4.66666666666667,3,5
"316","CHALLENGE","parkapcsolat",4,2,2
"317","CHALLENGE","versenytars",4,1,2
"318","CHALLENGE","remeny",4,1,2
"319","CHALLENGE","lastminute",4,1,3
"320","CHALLENGE","programozas",4,1,4
"321","CHALLENGE","figyelem",4,1,4
"322","CHALLENGE","mental health",4,1,3
"323","CHALLENGE","dicsoseg",4,2,5
"324","CHALLENGE","perfekcionizmus",4,1,2
"325","CHALLENGE","segitseg",4.5,2,3.5
"326","CHALLENGE","szocializacio",4,1,4
"327","CHALLENGE","feladatok",4,1,3
"328","CHALLENGE","kituzott celok",4,1,4
"329","CHALLENGE","lepcso",4,1,5
"330","CHALLENGE","targyfelvetel",4,1,1
"331","CHALLENGE","talpraesettseg",4,1,5
"332","CHALLENGE","felemelkedes",4,1,5
"333","CHALLENGE","furfang",4,1,5
"334","CHALLENGE","elengedhetetlen",4,1,3
"335","CHALLENGE","onellatas",4,1,4
"336","CHALLENGE","uj dolog",4,1,4
"337","CHALLENGE","karate",4,1,5
"338","CHALLENGE","varatlan",4,1,3
"339","CHALLENGE","ismeret",5,1,4
"340","CHALLENGE","idegesseg",5,1,1
"341","CHALLENGE","growth mindset",5,1,5
"342","CHALLENGE","csinalni",5,1,5
"343","CHALLENGE","elte",5,1,4
"344","CHALLENGE","panikzona",5,1,1
"345","CHALLENGE","ambivalencia",5,1,2
"346","CHALLENGE","varakozas",5,1,3
"347","CHALLENGE","elfoglalt",5,1,1
"348","CHALLENGE","egzisztencia",5,1,2
"349","CHALLENGE","pozitiv",5,1,5
"350","CHALLENGE","siras",5,1,1
"351","CHALLENGE","szerelem",5,1,4
"352","CHALLENGE","maximalizmus",5,1,5
"353","CHALLENGE","joco",5,1,5
"354","CHALLENGE","torta",5,1,5
"355","CHALLENGE","penzszerzes",5,1,3
"356","CHALLENGE","sok",5,1,2
"357","CHALLENGE","eletesemeny",5,1,5
"358","CHALLENGE","bizonyitasi lehetoseg",5,1,4
"359","CHALLENGE","ovoda",5,1,5
"360","CHALLENGE","nekifutas",5,1,5
"361","CHALLENGE","idohiany",5,1,1
"362","CHALLENGE","tett vagy",5,1,5
"363","CHALLENGE","vallalkozas",5,1,3
"364","CHALLENGE","energia igenyes",5,1,2
"365","CHALLENGE","teszt",5,1,5
"366","CHALLENGE","felkelni",5,1,1
"367","CHALLENGE","bizalom",5,1,2
"368","CHALLENGE","veghezvitel",5,1,4
"369","CHALLENGE","internet",5,1,2
"370","CHALLENGE","ketseg",5,1,1
"371","CHALLENGE","nagy dolog",5,1,3
"372","CHALLENGE","merkozes",5,1,3
"373","CHALLENGE","szegyen",5,1,1
"374","CHALLENGE","felhivas",5,1,3
"375","CHALLENGE","onertekeles",5,1,5
"376","CHALLENGE","csalodottsag",5,1,1
"377","CHALLENGE","tovabb",5,1,3
"378","CHALLENGE","sok ido",5,1,2
"379","CHALLENGE","megfelelo",5,1,5
"380","CHALLENGE","menni fog",5,1,5
"381","CHALLENGE","atvagni az akadalyokon",5,1,5
"382","CHALLENGE","nyeres",5,1,5
"383","CHALLENGE","szegenyseg",5,1,1
"384","CHALLENGE","aldozat",5,1,4
"385","CHALLENGE","vetelkedes",5,1,4
"386","CHALLENGE","bajnoksag",5,1,3
"387","CHALLENGE","alkalmazkodas",5,1,3
"388","CHALLENGE","penz",5,1,1
"389","CHALLENGE","halal",5,2,1.5
"390","CHALLENGE","elorejutas",5,1,5
"391","CHALLENGE","dontetlen",5,1,3
"392","CHALLENGE","tovabbjutas",5,1,5
"393","CHALLENGE","nyerni",5,1,5
"394","CHALLENGE","megujulas",5,1,5
"395","CHALLENGE","felmero",5,1,3
"396","CHALLENGE","aldozatvallalas",5,1,2
"397","CHALLENGE","egeszseg",5,1,5
"398","CHALLENGE","pihenes",5,1,3
"399","CHALLENGE","izgulas",5,2,1.5
"400","CHALLENGE","kockazat",5,1,1
"401","CHALLENGE","szeptember",5,1,2
"402","CHALLENGE","megterhelo",5,1,2
"403","CHALLENGE","megkonnyebbules",5,1,3
"404","CHALLENGE","sulira tanulas",5,1,1
"405","CHALLENGE","teherbiras",5,1,4
"406","CHALLENGE","veszteseg",5,1,1
"407","CHALLENGE","magabiztossagot ad",5,1,5
"408","CHALLENGE","legjobbnak lenni",5,1,5
"409","CHALLENGE","elorevisz",5,1,5
"410","CRITICISM","malice",3.41176470588235,17,1.18333333333333
"411","CRITICISM","feedback",3.04166666666667,24,3.89857142857143
"412","CRITICISM","elobbrevitel",1,1,5
"413","CRITICISM","constructive",2.45,120,4.66054864675554
"414","CRITICISM","development",3.07462686567164,67,4.8272619047619
"415","CRITICISM","ijedtseg",1,1,2
"416","CRITICISM","bad",2.38095238095238,21,1.1
"417","CRITICISM","lelkiismeret",1,1,2
"418","CRITICISM","csalad",2.83333333333333,6,3.5
"419","CRITICISM","learning",3.03125,32,4.28095238095238
"420","CRITICISM","oszinte",2.5,8,4.77777777777778
"421","CRITICISM","opinion",2.34177215189873,79,3.33102897102897
"422","CRITICISM","konstruktiv",2.125,8,4.9375
"423","CRITICISM","onkritika",3.33333333333333,6,2.5
"424","CRITICISM","mistake",2.33333333333333,24,1.79788961038961
"425","CRITICISM","vita",2.6,5,3.16666666666667
"426","CRITICISM","movie",2.94444444444444,18,3.58
"427","CRITICISM","useful",2.5,10,4.93333333333333
"428","CRITICISM","pain",2.15384615384615,13,1.3
"429","CRITICISM","thinking",2.65217391304348,23,4.09333333333333
"430","CRITICISM","teves",1,1,2
"431","CRITICISM","onbecsules",3,5,4.2
"432","CRITICISM","kornyezet",1,1,5
"433","CRITICISM","tanacs",3.11111111111111,9,4.6
"434","CRITICISM","positive",2.21428571428571,42,4.9
"435","CRITICISM","tanar",2.11111111111111,9,2.75
"436","CRITICISM","negative",2.22535211267606,71,1.25776563589863
"437","CRITICISM","parkapcsolat",1,1,5
"438","CRITICISM","megfeleles",2.71428571428571,7,2.375
"439","CRITICISM","ez",1,1,1
"440","CRITICISM","dicseret",2,2,5
"441","CRITICISM","baratok",2,3,3.33333333333333
"442","CRITICISM","proba",1,1,4
"443","CRITICISM","review",2.57142857142857,21,2
"444","CRITICISM","offense",3.07407407407407,27,1.15666666666667
"445","CRITICISM","negativum",3,3,1
"446","CRITICISM","eloitelet",1,1,1
"447","CRITICISM","orban",1,1,1
"448","CRITICISM","kesztyu",1,1,3
"449","CRITICISM","bantas",3.2,5,1
"450","CRITICISM","irodalom",3.25,4,4
"451","CRITICISM","problema",2,3,1.33333333333333
"452","CRITICISM","motivacio",2.66666666666667,3,4.66666666666667
"453","CRITICISM","egyetem",1.33333333333333,3,3.75
"454","CRITICISM","help",3.46666666666667,30,4.76952380952381
"455","CRITICISM","change",3.33333333333333,12,3.85
"456","CRITICISM","media",3,2,3
"457","CRITICISM","elvaras",3.2,5,2.5
"458","CRITICISM","pozitiv kritika",1,1,5
"459","CRITICISM","szinhaz",2.5,4,4.5
"460","CRITICISM","jo",2.625,8,4.75
"461","CRITICISM","tarsadalom",1.71428571428571,7,2.75
"462","CRITICISM","oszinteseg",2.83333333333333,6,5
"463","CRITICISM","duh",2.66666666666667,3,1
"464","CRITICISM","insulting",3.45454545454545,11,1.2
"465","CRITICISM","onbizalomhiany",1.5,2,1.5
"466","CRITICISM","muveszet",2.66666666666667,3,4.33333333333333
"467","CRITICISM","fontos",3.33333333333333,6,4.1
"468","CRITICISM","evaluation",3,34,3.5
"469","CRITICISM","osszeomlas",3,2,1
"470","CRITICISM","csalodottsag",3,2,1
"471","CRITICISM","karika",1,1,2
"472","CRITICISM","ocsarolas",1,1,2
"473","CRITICISM","erveles",1,2,4
"474","CRITICISM","ujsag",2.83333333333333,6,3.75
"475","CRITICISM","megnyilvanulas",1,1,3
"476","CRITICISM","szembesites",1,1,4
"477","CRITICISM","elfogadas",3.33333333333333,9,4.23333333333333
"478","CRITICISM","siker",3,2,4.5
"479","CRITICISM","alabecsules",1,1,1
"480","CRITICISM","kritizalas",2.75,4,1.16666666666667
"481","CRITICISM","megjegyzes",1,1,3
"482","CRITICISM","iras",3,7,3.8
"483","CRITICISM","iskola",3.75,4,3
"484","CRITICISM","igazsag",2.2,5,4
"485","CRITICISM","hallgatas",3,2,4
"486","CRITICISM","en",2,2,3
"487","CRITICISM","eliteles",1,1,1
"488","CRITICISM","felesleges",3,3,2.75
"489","CRITICISM","biro",1,1,4
"490","CRITICISM","rossz erzes",1,1,1
"491","CRITICISM","puzser robert",2,3,2.5
"492","CRITICISM","politika",1.5,2,2
"493","CRITICISM","elemzes",3,3,3.33333333333333
"494","CRITICISM","judgement",2.57142857142857,14,1.55
"495","CRITICISM","feladat",3.66666666666667,3,2.75
"496","CRITICISM","kritikus",3.125,8,2.75
"497","CRITICISM","haladas",3.6,5,5
"498","CRITICISM","kudarc",2.75,8,1
"499","CRITICISM","gyomorideg",1,1,2
"500","CRITICISM","negatv",1,1,1
"501","CRITICISM","oktato",1,1,4
"502","CRITICISM","elutasitas",1,1,1
"503","CRITICISM","nagymamam",1,1,2
"504","CRITICISM","gonoszsag",3.33333333333333,3,2
"505","CRITICISM","onbizalom",3.6,5,4.25
"506","CRITICISM","tanarok",1.33333333333333,3,3.25
"507","CRITICISM","kellemetlen",3.2,5,1.22222222222222
"508","CRITICISM","merges",1,1,1
"509","CRITICISM","keretlen",2.5,2,1
"510","CRITICISM","gyengeseg",1,1,1
"511","CRITICISM","szigor",2.66666666666667,3,1.66666666666667
"512","CRITICISM","minosites",3.14285714285714,7,2.125
"513","CRITICISM","csalodas",1.25,4,1
"514","CRITICISM","essze",1,1,1
"515","CRITICISM","zsuri",3.2,5,3
"516","CRITICISM","apam",1,1,2
"517","CRITICISM","kibeszeles",1,1,1
"518","CRITICISM","stressz",1.5,2,1
"519","CRITICISM","jobbnak lenni",2.5,2,4.5
"520","CRITICISM","puzser",3,4,2.66666666666667
"521","CRITICISM","utalat",1,1,1
"522","CRITICISM","filmek",3,2,4.5
"523","CRITICISM","felelmetes",3,2,1
"524","CRITICISM","onertekeles",3.25,4,3
"525","CRITICISM","otletek",2,1,5
"526","CRITICISM","tamogato",2.5,2,5
"527","CRITICISM","destructive",3.7,10,1
"528","CRITICISM","teljesitmeny",3.28571428571429,7,3.44444444444444
"529","CRITICISM","udvariassag",2,1,5
"530","CRITICISM","elutasitottsag",2,1,1
"531","CRITICISM","vedekezes",2,1,1
"532","CRITICISM","hivatas",2,1,4
"533","CRITICISM","felelem",2.8,5,1.11111111111111
"534","CRITICISM","szemlelet",3.5,2,5
"535","CRITICISM","szukseges",3.33333333333333,3,3.66666666666667
"536","CRITICISM","gyors",2,1,2
"537","CRITICISM","onreflexio",2,1,5
"538","CRITICISM","megvetes",2,3,1.33333333333333
"539","CRITICISM","megbotrankoztato",2,1,2
"540","CRITICISM","filmkritika",2,1,4
"541","CRITICISM","sztereotipia",2.5,2,2
"542","CRITICISM","eszrevetelek",2,1,3
"543","CRITICISM","improvement",3.91304347826087,23,4.43831168831169
"544","CRITICISM","k",2,1,2
"545","CRITICISM","hianyossag",2,1,3
"546","CRITICISM","szidalmazas",2,1,1
"547","CRITICISM","munkahely",2,1,4
"548","CRITICISM","asszertiv",2,1,4
"549","CRITICISM","tudomanyos",2,1,4
"550","CRITICISM","onbizalomeses",2,1,1
"551","CRITICISM","batorito",2,1,5
"552","CRITICISM","hirnev",2,1,3
"553","CRITICISM","konyv",3.25,4,4
"554","CRITICISM","pozitivum",2,1,5
"555","CRITICISM","hok",2,1,3
"556","CRITICISM","megalazas",3.4,5,1
"557","CRITICISM","mosogato",2,1,2
"558","CRITICISM","nyomas",2.66666666666667,3,2
"559","CRITICISM","tulajdonsag",2,1,1
"560","CRITICISM","megbantas",3.25,4,1.16666666666667
"561","CRITICISM","szeretettel",2,1,5
"562","CRITICISM","negativ kritika",2,1,1
"563","CRITICISM","ertelmezes",2,1,5
"564","CRITICISM","ujsagiras",2,2,3.5
"565","CRITICISM","szemelyisegfejlodes",2,1,4
"566","CRITICISM","komment",2.5,2,2.5
"567","CRITICISM","lehetoseg",3.66666666666667,6,4.75
"568","CRITICISM","emberek",3.25,4,2.83333333333333
"569","CRITICISM","kotekedes",3.33333333333333,3,1.33333333333333
