"","ResponseId","Q187","chall_ass_self_1","chall_ass_self_2","chall_ass_self_3","chall_ass_self_4","chall_ass_self_5","chall_word_ev_1","chall_word_ev_2","chall_word_ev_3","chall_word_ev_4","chall_word_ev_5","crit_ass_self_1","crit_ass_self_2","crit_ass_self_3","crit_ass_self_4","crit_ass_self_5","crit_word_ev_1","crit_word_ev_2","crit_word_ev_3","crit_word_ev_4","crit_word_ev_5","chall_word_us_ev_1","chall_word_us_ev_2","chall_word_us_ev_3","chall_word_us_ev_4","chall_word_us_ev_5","crit_word_us_ev_1","crit_word_us_ev_2","crit_word_us_ev_3","crit_word_us_ev_4","crit_word_us_ev_5","pre_ms","pre_ms_words_4","pre_ms_words_5","pre_ms_words_6","ms_words_ev_1","ms_words_ev_2","ms_words_ev_3","chall_gnat_feedback_1","chall_gnat_feedback_2","chall_gnat_feedback_3","chall_gnat_correct_1","chall_gnat_attention_1","crit_gnat_feedback_1","crit_gnat_feedback_2","crit_gnat_feedback_3","crit_gnat_correct_1","crit_gnat_attention_1","Q194","iq_1","iq_2","fms_1","fms_2","fms_3","fms_4","crms_1","crms_2","crms_3","crms_4","chms_1","chms_2","chms_3","chms_4","grit_1","grit_2","grit_3","grit_4","grit_5","grit_6","grit_7","grit_8","fsc_1","fsc_2","crsc_1","crsc_2","chsc","mcsd_1","mcsd_2","mcsd_3","mcsd_4","mcsd_5","mcsd_6","mcsd_7","mcsd_8","mcsd_9","mcsd_10","mcsd_11","mcsd_12","mcsd_13","Q197_1","Q197_2","Q197_3","Q197_4","Q197_5","Q197_6","Q197_7","Q197_8","Q197_9","Q197_10","Q197_11","Q197_12","Q197_13","Q197_14","Q197_15","Q197_16","Q197_17","Q197_18"
"51","R_1eOGcXeHyISiVWV","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","kitartás","küzdelem","akaraterő","folyamat","feladat","pozitív","inkább negatív","pozitív","semleges","inkább negatív","fájdalom","vélemény","negatívum","építő jelleg","személyes","negatív","inkább negatív","negatív","pozitív","inkább negatív","semleges","inkább negatív","inkább negatív","negatív","inkább negatív","negatív","inkább pozitív","semleges","semleges","negatív","Valószínűleg a véleményét szeretné elmondani, ami lehet bíráló kritika, ugyanakkor lehet pozitív visszajelzés is, ez ennyiből nem derül ki.","félelem","kíváncsiság","türelmetlenség","negatív","inkább pozitív","inkább negatív","Igen, nagyon.","Inkább igen.","Inkább igen.",60,60,"Közepesen.","Igen.","Igen.",81,70,"A színeket figyeltem és az alapján próbáltam felismerni a helyes válaszokat.","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Valamennyire jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Teljes mértékben jellemző rám","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is."
"52","R_vMNxQpDY9IUQ7bb",NA,"elfogadni","izgatott","versenyszellem","nehéz","iskola","pozitív","pozitív","inkább pozitív","inkább pozitív","semleges","film","Puzsér","durva","rosszul esik","építő","inkább pozitív","semleges","inkább negatív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább negatív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább negatív","Valamiféle javítani való van, amit megszeretne beszélni velem, konzultálni arról, hogyan javítsam ki.","izgatottság","nyugtalanság","elbizonytalanodás","inkább pozitív","inkább negatív","inkább negatív","Inkább igen.","Igen, nagyon.","Inkább igen.",25,70,"Igen.","Közepesen.","Igen, nagyon.",70,95,"Hangosan felolvastam az eldöntendő kifejezést és ez segített nekem","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Nem értek egyet"
"53","R_cAOmXH6yZkkHFlf",NA,"próba","teszt","feladat","küzdelem","győzelem","semleges","inkább negatív","semleges","semleges","inkább pozitív","vélemény","épít","lehúz","gondolat","kritikus","semleges","pozitív","negatív","semleges","inkább negatív","inkább pozitív","inkább negatív","semleges","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","semleges","inkább pozitív","negatív","Aggódok, hogy nem tetszett neki, és hogy a sok munkám ""kárba vész"", hiszen szerintem azt mondaná, hogy ez így nem megfelelő és  véleményem szerint ha már személyes konzultáció szükséges, akkor valószínűleg sok olyan része van a prezentációnak, ami nem megfelelő.","pánik","aggodalom","bizonytalanság","negatív","negatív","negatív","Inkább nem.","Inkább igen.","Igen, nagyon.",66,88,"Nem.","Igen.","Igen, nagyon.",52,70,"Összpontosítottam a figyelmemet.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Hamis","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is."
"54","R_xAtU1iivfayK8nf",NA,"győzelem","küzdelem","egyetem","feladat","nehézség","pozitív","semleges","inkább pozitív","semleges","negatív","vélemény","szigor","bántás","cikk","öreg férfi","negatív","negatív","negatív","semleges","semleges","semleges","inkább pozitív","inkább pozitív","negatív","inkább negatív","inkább negatív","inkább pozitív","semleges","semleges","negatív","Szerintem összességben pozitívan fogja értékelni. Viszont a kisebb hibákat szóváteszi, és javaslatot ad annak a kijavítására. Valamint el fog látni tanácsokkal, hogyan adjam elő  védésnél.","tapasztalat újraélése","frusztráció","reményteljesség","semleges","negatív","pozitív","Inkább nem.","Közepesen.","Igen, nagyon.",65,59,"Nem.","Igen.","Igen, nagyon.",50,64,"figyeltem a szavak jelentését","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Valamennyire jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Hamis","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Nem értek egyet","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet"
"55","R_1OK3egm4Ybpk4fD","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","izgalom","nehéz","mindig","siker","akadály","inkább pozitív","inkább negatív","semleges","inkább pozitív","inkább negatív","negatív","pozitív","javít","segítő","épít","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","semleges","semleges","semleges","inkább pozitív","inkább pozitív","semleges","inkább pozitív","inkább negatív","Valószínűleg mind a negatív, mind a pozitív oldala megfordulna a fejemben. Megijednék, hogy lehet elrontottam valamit, de közben tudnám, hogy mivel semmit sem mondott konkrétan, lehet, hogy jó is kisülhet ebből az egészből.","félelem","izgalom","türelmetlenség","inkább negatív","inkább pozitív","semleges","Közepesen.","Inkább nem.","Inkább igen.",65,77,"Közepesen.","Nem.","Közepesen.",61,50,"megjegyeztem, hogy pozitív vagy negatív dolgokat kell keresnem, de néha még így is belezavarodtam","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Valamennyire jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Hamis","Igaz","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is."
"56","R_1IMH8WLkSpWJaDC","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","eredmény","akarat","kitartás","veszély","játék","pozitív","pozitív","pozitív","inkább negatív","inkább pozitív","vélemény","negatív","pozitív","elfogadás","komoly","semleges","negatív","pozitív","inkább pozitív","semleges","inkább pozitív","inkább negatív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","pozitív","pozitív","inkább pozitív","inkább negatív","Reménykedem, hogy pozitív lesz a véleménye, mert sokat dolgoztam rajta és lelkiismeretesen tettem azt. Amennyiben mond kritikát is elfogadom, átgondolom és kijavítom.","kíváncsi","érdeklődő","izgatott","inkább pozitív","inkább pozitív","inkább pozitív","Inkább nem.","Inkább igen.","Igen, nagyon.",75,87,"Igen.","Igen.","Igen, nagyon.",60,73,"A szavakat hangosan olvastam fel, így jobban tudtam koncentrálni rájuk.","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Egyáltalán nem jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Hamis","Igaz","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek"
"57","R_3MT0qffoP5nywmc","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","cél","motiváció","munka","siker","nehéz","pozitív","pozitív","inkább pozitív","pozitív","inkább negatív","építő","értékelés","vélemény","negatív","elfogadó","pozitív","semleges","semleges","negatív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","semleges","inkább pozitív","inkább negatív","Elmondja a véleményét, hogy szerinte hol mit kellene kijavítani, ötleteket ad. Szerintem a témavezetőnek pozitív visszajelzése lesz, mert sokat foglalkoztam a prezentációval, és építő kritikát kapok tőle.","fáradtság","motiváltság","vérakozás","negatív","pozitív","inkább pozitív","Inkább igen.","Igen, nagyon.","Igen, nagyon.",65,95,"Igen.","Igen, nagyon.","Igen, nagyon.",70,100,"Nem volt.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Igaz","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Teljesen egyetértek","Nem értek egyet","Egyet is értek, meg nem is."
"58","R_2e56fkZGzBAwkHt","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","verseny","iskola","élet","nehézség","csata","semleges","semleges","semleges","negatív","negatív","újság","politika","ember","negatív","vélemény","semleges","inkább negatív","semleges","negatív","inkább pozitív","inkább negatív","negatív","semleges","inkább negatív","semleges","negatív","inkább negatív","inkább negatív","negatív","negatív","Valószínűleg valami negatív dolgot akar elmondani, amire az email nem elegendő. Legvalószínűbb az, hogy nem igazán tetszett neki a dolog. Az email megkapása után szorongás töltene el.","szorongás","félelem","szégyen","negatív","negatív","negatív","Közepesen.","Közepesen.","Igen, nagyon.",61,91,"Közepesen.","Közepesen.","Igen, nagyon.",71,91,"Miután már az összes szóval megismerkedtem, könnyebb volt, mivel tudtam, melyik szavak közül lehet választani. Próbáltam az érzésekre hagyatkozni, de mivel az értékeléshez tartozó szavak általában számomra negatív érzelmekkel járnak, nehezebb volt a besorolás, ha pozitív szavakat kellett keresni.","Inkább nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Egyáltalán nem jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Hamis","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is."
"59","R_12KJZxkboN9yX6w","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","feladat","küzdelem","teljesítés","bizonyítás","megmérettetés","semleges","inkább negatív","inkább pozitív","inkább pozitív","semleges","vélemény","becsmérlés","megszólás","bántás","építő jellegű","semleges","negatív","negatív","negatív","pozitív","semleges","inkább negatív","inkább pozitív","inkább negatív","inkább negatív","inkább negatív","inkább pozitív","semleges","semleges","negatív","Valami nem lehet jó, de nem csak egy tárgyi tévedés, hanem az egész hangvétele, aminek a közlése kevésbé bántó jobban körül lehet írni szóban, mint írásban, vagy olyan több hiba van amit felsorolni is sok és esetleg jobb lenne szóban mindent átbeszélni.","ijesztő","aggasztó","kíváncsi","negatív","negatív","inkább pozitív","Közepesen.","Közepesen.","Igen, nagyon.",64,89,"Nem.","Közepesen.","Igen, nagyon.",75,95,"A két kategóriát az elején mondogattam magamban, hogy megjegyezzem, és ne kelljen megnézni, mert amúgy sem lett volna rá idő, és nagyon koncentráltam.","Nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Nagyon jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Teljes mértékben így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Hamis","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Nem értek egyet","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Egyetértek","Egyet is értek, meg nem is.","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet"
"60","R_ZDCLk62XwL6x3uF","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","élet","verseny","győzelem","vereség","élvezet","semleges","inkább pozitív","pozitív","inkább negatív","pozitív","tanulság","vélemény","elégedetlenség","megváltoztat","fejleszt","pozitív","inkább pozitív","inkább negatív","inkább pozitív","pozitív","inkább pozitív","inkább pozitív","inkább pozitív","inkább negatív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","semleges","semleges","Azt szeretné közölni velem, hogy tökéletes a munka, szeretné ha egyetem után visszajönnék és részt vennék kutatásokban.","izgatottság","öröm","bizonytalanság","pozitív","pozitív","inkább negatív","Inkább igen.","Inkább igen.","Igen, nagyon.",59,69,"Közepesen.","Igen.","Igen, nagyon.",62,69,"A színeket azonosítva könnyebb volt a kategóriájába besorolni a szót. Próbáltam elfelejteni, ha rossz választ adtam, mert ha rosszul válaszoltam kiestem a koncentrációból.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Igaz","Igaz","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Igaz","Igaz","Hamis","Hamis","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Nem értek egyet"
"61","R_bKno3A11v7tvG6t","lenémítottam a telefonom,kikapcsoltam a tv-t és leállítottam a zenét,a böngészőt átváltottam teljes képernyős módra","élet","munka","egyetem","kapcsolat","penz","inkább pozitív","inkább pozitív","inkább pozitív","inkább pozitív","semleges","rossz","elviselheto","batorito","buzdito","mindennapi","inkább negatív","semleges","inkább pozitív","inkább pozitív","semleges","inkább pozitív","inkább pozitív","inkább negatív","inkább negatív","semleges","semleges","inkább negatív","semleges","semleges","inkább negatív","Azt gondolom hogy szeretne tanacsot adni, lesznek pozitiv es negativ visszajelzesek tole, semmi se lehet tokeletes.","erdeklodes","biztatas","megnyugvas","inkább pozitív","inkább pozitív","inkább pozitív","Inkább nem.","Inkább igen.","Inkább igen.",39,34,"Közepesen.","Közepesen.","Igen.",29,31,"nem","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Valamennyire jellemző rám","Kevéssé jellemző rám","Kevéssé jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Hamis","Igaz","Igaz","Igaz","Igaz","Igaz","Igaz","Hamis","Igaz","Igaz","Igaz","Igaz","Hamis","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyet is értek, meg nem is.","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Egyetértek","Egyetértek"
"62","R_1mCXEddRRy0tkAr","kikapcsoltam a tv-t és leállítottam a zenét","szociális élet","egyetemi tanulmányok","élet","családi kapcsolatok","közlekedés","semleges","semleges","inkább pozitív","inkább pozitív","semleges","önmagam","testvéreim","szüleim","tanárok","eredmények","inkább pozitív","semleges","inkább pozitív","semleges","inkább pozitív","pozitív","inkább pozitív","pozitív","inkább pozitív","inkább pozitív","semleges","pozitív","inkább pozitív","pozitív","inkább negatív","Megdicsér, hogy milyen sokat dolgoztam vele. Kiemeli, hogy mik tetszettek neki és min lehetne egy kicsit változtatni.","fontosság érzése","izgalom","várakozás","pozitív","pozitív","inkább pozitív","Inkább nem.","Közepesen.","Igen, nagyon.",89,95,"Nem.","Közepesen.","Igen, nagyon.",76,90,"Nem volt.","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Valamennyire jellemző rám","Nagyon jellemző rám","Valamennyire jellemző rám","Nagyon jellemző rám","Kevéssé jellemző rám","Valamennyire jellemző rám","Teljes mértékben jellemző rám","Teljes mértékben jellemző rám","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Hamis","Igaz","Hamis","Igaz","Hamis","Teljesen egyetértek","Teljesen egyetértek","Egyetértek","Teljesen egyetértek","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Teljesen egyetértek","Egyet is értek, meg nem is.","Nem értek egyet","Egyet is értek, meg nem is.","Egyet is értek, meg nem is.","Teljesen egyetértek","Nem értek egyet","Egyetértek","Nem értek egyet"
