"","assoc","word","order_mean","n","attitude_mean"
"132","CHALLENGE","csapat",3,2,3.5
"133","CHALLENGE","otleteles",2,1,4
"134","CHALLENGE","karrier",2,1,5
"135","CHALLENGE","megmutathatnek",2,1,4
"136","CHALLENGE","erobefektetes",2,1,3
"137","CHALLENGE","uj feladatok ",2,1,3
"138","CHALLENGE","megoldando",3,2,4
"139","CHALLENGE","tullepes",2,1,5
"140","CHALLENGE","idotoltes",2,1,5
"141","CHALLENGE","jogositvany",2,1,5
"142","CHALLENGE","parbaj",2,1,3
"143","CHALLENGE","koncentralni",2,1,5
"144","CHALLENGE","jovo",3.5,2,4
"145","CHALLENGE","onismeret",3,1,5
"146","CHALLENGE","valtozatossag",3,1,5
"147","CHALLENGE","ugras",3,1,4
"148","CHALLENGE","orom",3.66666666666667,3,5
"149","CHALLENGE","onallosag",3,1,5
"150","CHALLENGE","novekedes",3,1,5
"151","CHALLENGE","vezetes",3,1,2
"152","CHALLENGE","ugyesseg ",3,1,5
"153","CHALLENGE","gyerekneveles ",3,1,4
"154","CHALLENGE","bizonytalansag",3,1,1
"155","CHALLENGE","fejtores",3,1,2
"156","CHALLENGE","akaratero",4.25,4,5
"157","CHALLENGE","ujdonsag ",3,1,4
"158","CHALLENGE","energia ",3,1,5
"159","CHALLENGE","uj dolgok",3,1,4
"160","CHALLENGE","tapasztalat",4.33333333333333,3,5
"161","CHALLENGE","alairas",3,1,1
"162","CHALLENGE","effort",3.5,2,2.5
"163","CHALLENGE","feladas",3,1,1
"164","CHALLENGE","ellenfelek",3,1,2
"165","CHALLENGE","megugras",3,1,4
"166","CHALLENGE","uj perspektiva ",3,1,4
"167","CHALLENGE","mosoly",3,1,4
"168","CHALLENGE","panikroham",3,1,1
"169","CHALLENGE","kimozdit",3,1,4
"170","CHALLENGE","anal1",3,1,5
"171","CHALLENGE","alkalmas ",3,1,4
"172","CHALLENGE","alkotni",3,1,5
"173","CHALLENGE","tudas",3,1,5
"174","CHALLENGE","szeretem",3,1,5
"175","CHALLENGE","szembeszegules",3,1,2
"176","CHALLENGE","solution",4.33333333333333,3,3.75
"177","CHALLENGE","intelligencia",3.5,2,5
"178","CHALLENGE","igyekezet",3,1,4
"179","CHALLENGE","csalodas",3,1,2
"180","CHALLENGE","gyengeseg",3,1,2
"181","CHALLENGE","elmeny ",3,1,5
"182","CHALLENGE","onbizalom ",3,1,5
"183","CHALLENGE","felfedezes",3,1,5
"184","CHALLENGE","jutalom ",3,1,5
"185","CHALLENGE","kutatas",3,1,3
"186","CHALLENGE","vizsga ",3,1,2
"187","CHALLENGE","bukas",3,1,2
"188","CHALLENGE","anyagibiztonsag erzetet el elerese",3,1,3
"189","CHALLENGE","csalad",3,1,1
"190","CHALLENGE","onmegvalositas",3,1,5
"191","CHALLENGE","jatek",4,2,4
"192","CHALLENGE","oszpontositas",3,1,4
"193","CHALLENGE","szembenezes",3,1,3
"194","CHALLENGE","elengedes",3,1,4
"195","CHALLENGE","forgalom",3,1,4
"196","CHALLENGE","-",4,3,3
"197","CHALLENGE","ismerkedni",3,1,5
"198","CHALLENGE","helyezes",3,1,5
"199","CHALLENGE","kenyszer",4,1,3
"200","CHALLENGE","faraszto",4,1,2
"201","CHALLENGE","presztizs",4,1,5
"202","CHALLENGE","merce",4,2,2.5
"203","CHALLENGE","hatarido",4,1,2
"204","CHALLENGE","kalandvagy",4,1,5
"205","CHALLENGE","komfortzona",4.5,2,3.5
"206","CHALLENGE","kompetencia",4,1,5
"207","CHALLENGE","problemak",4,1,2
"208","CHALLENGE","eltokeltseg ",4,1,5
"209","CHALLENGE","jovedelem",4,1,4
"210","CHALLENGE","bionika",4,1,1
"211","CHALLENGE","erdekesseg",4,1,4
"212","CHALLENGE","hazassag",4,1,2
"213","CHALLENGE","ketelu penge ",4,1,3
"214","CHALLENGE","nemmindenapi",4,1,4
"215","CHALLENGE","rosszullet",4,1,1
"216","CHALLENGE","algo1",4,1,5
"217","CHALLENGE","motivacio ",4,1,5
"218","CHALLENGE","bizonyitek",4,1,5
"219","CHALLENGE","megoldas ",4.5,2,4.5
"220","CHALLENGE","folyamat",4,1,3
"221","CHALLENGE","akarat ",4,1,4
"222","CHALLENGE","korlatok",4,1,4
"223","CHALLENGE","tudas invesztalas",4,1,5
"224","CHALLENGE","megmozgat",4,1,4
"225","CHALLENGE","gurcoles",4,1,1
"226","CHALLENGE","komfortzona ",4,1,4
"227","CHALLENGE","elakadas",4,1,2
"228","CHALLENGE","100%-os teljesitmeny",4,1,5
"229","CHALLENGE","feladni",4,1,1
"230","CHALLENGE","hit",4,1,5
"231","CHALLENGE","lelkesito ",4,1,5
"232","CHALLENGE","kivancsisag",4.5,2,4.5
"233","CHALLENGE","elkotelezettseg ",4,1,5
"234","CHALLENGE","tervezes",4,1,4
"235","CHALLENGE","gyozelem ",4,1,5
"236","CHALLENGE","kemeny munka",4,1,3
"237","CHALLENGE","palyakezdofizetes",4,1,1
"238","CHALLENGE","csapatmunka",4,1,3
"239","CHALLENGE","embernek maradni a mai vilagban",4,1,5
"240","CHALLENGE","otthon",4,1,4
"241","CHALLENGE","magabiztossag",4.5,2,3.5
"242","CHALLENGE","orom ",4,1,5
"243","CHALLENGE","hatarok",4.5,2,3.5
"244","CHALLENGE","hazi",4,1,3
"245","CHALLENGE","rendezettseg",4,1,4
"246","CHALLENGE","gyakorlas",4,1,4
"247","CHALLENGE","lemondani dolgokrol",4,1,3
"248","CHALLENGE","ismeret",5,1,4
"249","CHALLENGE","idegesseg",5,1,1
"250","CHALLENGE","growth mindset",5,1,5
"251","CHALLENGE","csinalni",5,1,5
"252","CHALLENGE","segitseg",5,1,4
"253","CHALLENGE","elte",5,1,4
"254","CHALLENGE","panikzona",5,1,1
"255","CHALLENGE","flow",5,1,5
"256","CHALLENGE","erdekes ",5,1,5
"257","CHALLENGE","ambivalencia ",5,1,2
"258","CHALLENGE","varakozas",5,1,3
"259","CHALLENGE","elet ",5,1,4
"260","CHALLENGE","parbaj ",5,2,3.5
"261","CHALLENGE","oktatok ",5,1,2
"262","CHALLENGE","hegy",5,1,4
"263","CHALLENGE","elfoglalt",5,1,1
"264","CHALLENGE","egzisztencia",5,1,2
"265","CHALLENGE","pozitiv ",5,1,5
"266","CHALLENGE","haladas",5,1,5
"267","CHALLENGE","siras",5,1,1
"268","CHALLENGE","onismeret ",5,1,5
"269","CHALLENGE","szerelem",5,1,4
"270","CHALLENGE","maximalizmus",5,1,5
"271","CHALLENGE","elorelepes ",5,1,5
"272","CHALLENGE","joco",5,1,5
"273","CHALLENGE","szorgalom",5,1,4
"274","CHALLENGE","torta",5,1,5
"275","CHALLENGE","penzszerzes",5,1,3
"276","CHALLENGE","boldogsag",5,2,5
"277","CHALLENGE","sok",5,1,2
"278","CHALLENGE","eletesemeny ",5,1,5
"279","CHALLENGE","bizonyitasi lehetoseg",5,1,4
"280","CHALLENGE","ovoda",5,1,5
"281","CHALLENGE","nekifutas",5,1,5
"282","CHALLENGE","tamogatas",5,1,4
"283","CHALLENGE","idohiany",5,1,1
"284","CHALLENGE","tett vagy",5,1,5
"285","CHALLENGE","vallalkozas",5,1,3
"286","CHALLENGE","energia igenyes ",5,1,2
"287","CHALLENGE","magabiztossag ",5,1,5
"288","CHALLENGE","nyeremeny",5,1,5
"289","CHALLENGE","izgalmas",5,1,5
"290","CHALLENGE","teszt",5,1,5
"291","CHALLENGE","felkelni",5,1,1
"292","CHALLENGE","mindig jot fozni :)",5,1,5
"293","CHALLENGE","kapcsolatok",5,1,1
"294","CHALLENGE","bizalom",5,1,2
"295","CHALLENGE","veghezvitel",5,1,4
"296","CHALLENGE","internet",5,1,2
"297","CHALLENGE","ketseg",5,1,1
"298","CHALLENGE","nagy dolog",5,1,3
"299","CHALLENGE","merkozes",5,1,3
"300","CHALLENGE","elengedni embereket",5,1,3
"301","FAILURE","resumption",3.23529411764706,17,4.37333333333333
"302","FAILURE","disappointment",2.24489795918367,49,1.42424812030075
"303","FAILURE","loss",2.40909090909091,22,1.37833333333333
"304","FAILURE","shame",2.5,20,1.05
"305","FAILURE","pain",2.44444444444444,36,1.24642857142857
"306","FAILURE","sorrow",2.97727272727273,44,1.15757575757576
"307","FAILURE","karorom",1,1,1
"308","FAILURE","opportunity",3.66666666666667,9,4.6
"309","FAILURE","unsuccessfulness",2.25925925925926,27,1.16
"310","FAILURE","elkeseredettseg ",1,1,1
"311","FAILURE","rossz",3.11111111111111,9,1.08333333333333
"312","FAILURE","ertektelenseg",1,1,1
"313","FAILURE","failure",2.35294117647059,34,1.02857142857143
"314","FAILURE","sokk",3,2,1
"315","FAILURE","success",3.88888888888889,9,4.875
"316","FAILURE","difficulty",3.07692307692308,13,2.28333333333333
"317","FAILURE","bme",1,1,2
"318","FAILURE","teljesitmeny",2.5,2,3.5
"319","FAILURE","banat ",1.5,2,1
"320","FAILURE","elbizonytalanodas ",1,1,2
"321","FAILURE","give up",2.71428571428571,7,1.375
"322","FAILURE","sikertelenseg ",2,6,1.16666666666667
"323","FAILURE","vizsga",2.25,4,2.5
"324","FAILURE","gimnazium",1,1,2
"325","FAILURE","verseny",2.25,4,2.83333333333333
"326","FAILURE","p",1,1,1
"327","FAILURE","depresszio",2,4,1
"328","FAILURE","kerules",1,1,2
"329","FAILURE","munka",2.5,4,2.75
"330","FAILURE","felelem ",3,2,2
"331","FAILURE","siras",2.75,8,1.2
"332","FAILURE","defeat",1.57142857142857,7,1.66666666666667
"333","FAILURE","attempt",3.14285714285714,14,3.61666666666667
"334","FAILURE","life",2.28571428571429,7,3.41666666666667
"335","FAILURE","mistake",2.84615384615385,13,1.96666666666667
"336","FAILURE","fiasko",1,1,2
"337","FAILURE","stressz",3.57142857142857,7,1.2
"338","FAILURE","megalazas",1,1,1
"339","FAILURE","sajnalat ",1,1,1
"340","FAILURE","mosi",1,1,1
"341","FAILURE","fejlodes",3.71428571428571,7,3.83333333333333
"342","FAILURE","szereples",1,1,1
"343","FAILURE","felek",1,1,1
"344","FAILURE","grief",2.25,8,1.66666666666667
"345","FAILURE","felallni",2.33333333333333,3,4.66666666666667
"346","FAILURE","harc",1.5,2,3
"347","FAILURE","megfutamodas",1,1,2
"348","FAILURE","elvaras",1,1,3
"349","FAILURE","harag",3.25,4,1.25
"350","FAILURE","negativ elmeny",1,1,1
"351","FAILURE","egyetem",1.5,2,2
"352","FAILURE","learning",3.57142857142857,21,4.20619047619048
"353","FAILURE","miert",1,1,5
"354","FAILURE","vizsgaidoszak ",1,1,1
"355","FAILURE","kettes",1,1,3
"356","FAILURE","elet ",1,1,5
"357","FAILURE","problema",1.5,2,2
"358","FAILURE","kukac",1.5,2,2.5
"359","FAILURE","tovabblepes",3,2,5
"360","FAILURE","szorongas",2.8,5,1
"361","FAILURE","felveteli ",1,1,2
"362","FAILURE","lustasag",1,1,2
"363","FAILURE","felepules",1,1,5
"364","FAILURE","remenytelen",1,1,1
"365","FAILURE","nem jo",1,1,1
"366","FAILURE","matematika",1,1,3
"367","FAILURE","akarat",2,1,5
"368","FAILURE","onbizalomvesztes",2,1,1
"369","FAILURE","onertekeles",2,1,3
"370","FAILURE","keves",2,1,1
"371","FAILURE","gyakorlas",2,1,5
"372","FAILURE","eredmenytelen",2,1,1
"373","FAILURE","buntetes",2,1,1
"374","FAILURE","elbukas",2.5,4,1
"375","FAILURE","sebezhetoseg",2,1,3
"376","FAILURE","talpraallas",2,2,5
"377","FAILURE","kulfold ",2,1,2
"378","FAILURE","konnyek",3,2,1.5
"379","FAILURE","meg nem feleles",2,1,1
"380","FAILURE","uj esely ",3.66666666666667,3,4
"381","FAILURE","egyes",2.5,2,1
"382","FAILURE","r",2,1,2
"383","FAILURE","buntudat",3,2,1
"384","FAILURE","zavar",2,1,2
"385","FAILURE","letortseg",2,2,1
"386","FAILURE","ero",3.2,5,3.5
"387","FAILURE","elegtelen",2,2,1.5
"388","FAILURE","hazassag",2,1,1
"389","FAILURE","lehetoseg ",3,2,5
"390","FAILURE","elkeseredes",2.33333333333333,3,1.25
"391","FAILURE","ikhok",2,1,1
"392","FAILURE","alkalmatlan ",2,1,1
"393","FAILURE","papir",2,1,3
"394","FAILURE","tarsas interakciok",2,1,1
"395","FAILURE","negativ",3.25,4,1
"396","FAILURE","megbanas",2,1,1
"397","FAILURE","bizonytalansag",2,2,2
"398","FAILURE","szigor",2,1,1
"399","FAILURE","kellemetlen",3,2,2
"400","FAILURE","hibakereses",2,1,4
"401","FAILURE","jobban kell probalkozni ",2,1,5
"402","FAILURE","ujraprobalni",2,1,5
"403","FAILURE","ujraprobalkozas",3,4,4.16666666666667
"404","FAILURE","kitartas",4,3,5
"405","FAILURE","csuszas",2,1,1
"406","FAILURE","faradtsag",2,1,2
"407","FAILURE","duh ",2,1,1
"408","FAILURE","hasznos",2,1,4
"409","FAILURE","vereseg ",2,1,2
"410","FAILURE","onbizalom rombolo ",2,1,1
"411","FAILURE","rossz erzes",2,1,1
"412","FAILURE","megfeleles",2,1,3
"413","FAILURE","cserbenhagyas",2,1,1
"414","FAILURE","meghatralas",2,1,1
"415","FAILURE","unalom",2,1,1
"416","FAILURE","iskola",3,5,2.16666666666667
"417","FAILURE","celtalansag",2,1,2
"418","FAILURE","giliszta",2,1,2
"419","FAILURE","csalad",3,2,1.5
"420","FAILURE","corvinus",2,1,1
"421","FAILURE","kapcsolatok",2,1,2
"422","FAILURE","experience",4.16666666666667,6,4.66666666666667
"423","FAILURE","ujra",3.5,4,3.75
"424","FAILURE","hibazas",2,1,2
"425","FAILURE","hiabavalo",2,1,2
"426","FAILURE","felepites",3,1,4
"427","FAILURE","uj lehetosegek",3,1,4
"428","FAILURE","eselytelenseg",3,1,1
"429","FAILURE","bena",3,2,1
"430","FAILURE","felallas",3.33333333333333,3,4.75
"431","FAILURE","penzugy",3,1,2
"432","FAILURE","tamasz",3,1,5
"433","FAILURE","meghasonlas",3,1,3
"434","FAILURE","ujratervezes",3,2,4
"435","FAILURE","akadaly",4.33333333333333,3,2.5
"436","FAILURE","kezdet",3,1,5
"437","FAILURE","en ero ",3,1,4
"438","FAILURE","szenvedes",3.5,2,1
"439","FAILURE","onbecsules",3,1,1
"440","FAILURE","buntudat ",3.5,2,1.5
"441","FAILURE","onkepzavar ",3,1,1
"442","FAILURE","konny ",3,1,2
"443","FAILURE","allategeszsegtan ",3,1,1
"444","FAILURE","a kudarc az egy esemeny ",3,1,3
"445","FAILURE","o",3,1,3
"446","FAILURE","kritika",3,1,1
"447","FAILURE","zuhanas",3,1,1
"448","FAILURE","kedvtelen",3,1,2
"449","FAILURE","baratok",3.5,2,2
"450","FAILURE","nezopont kerdese ",3,1,3
"451","FAILURE","sotet",3,1,2
"452","FAILURE","agy",3,1,5
"453","FAILURE","szukseges",3,1,3
"454","FAILURE","motivacio",3,3,4.33333333333333
"455","FAILURE","eletem",3,1,1
"456","FAILURE","javitas",3,1,4
"457","FAILURE","konny",3,1,1
"458","FAILURE","gyakran elofordul",3,1,3
"459","FAILURE","idobeosztas",3,1,2
"460","FAILURE","krizis",3,1,1
"461","FAILURE","epito",3,1,5
"462","FAILURE","kiabrandulas",3,1,1
"463","FAILURE","motivaciovesztes",3.5,2,1.5
"464","FAILURE","mentor",3,1,1
"465","FAILURE","pofara eses ",3,1,1
"466","FAILURE","tough",3,1,4
"467","FAILURE","keseru",3,1,1
"468","FAILURE","kuzdelem",3,1,4
"469","FAILURE","megprobaltatas",3.5,2,2.5
"470","FAILURE","onbizalomhiany",3.5,2,1
"471","FAILURE","sikertelen",3,1,1
"472","FAILURE","szervetlen labor",3,1,1
"473","FAILURE","uj lehetoseg",3,1,5
"474","FAILURE","hiabavalosag",3,1,1
"475","FAILURE","utmutatas",3,1,4
"476","FAILURE","megosztottsag ",3,1,3
"477","FAILURE","kuzdes",3,1,4
"478","FAILURE","erosito (lelekben) ",3,1,5
"479","FAILURE","gyengeseg",3,1,2
"480","FAILURE","remenytelenseg",3,1,1
"481","FAILURE","rosszkedv",3,1,1
"482","FAILURE","kukacbukac",3,1,5
"483","FAILURE","odaadas",3,1,5
"484","FAILURE","magyarorszag",3,1,1
"485","FAILURE","lelkiismeretfurdalas",3,1,2
"486","FAILURE","tanarok",3,1,1
"487","FAILURE","pazarlas",3,1,1
"488","FAILURE","maskepp",3,1,4
"489","FAILURE","eselytelen",3,1,1
"490","FAILURE","elrontott feladatok ",3,1,2
"491","FAILURE","balsiker",3,1,1
"492","FAILURE","negativ dolog",3,1,1
"493","FAILURE","kapcsolat",3,1,5
"494","FAILURE","letort",3,1,1
"495","FAILURE","szerelem",3,1,5
"496","FAILURE","feldolgozas",3,1,4
"497","FAILURE","valami vege",4,1,3
"498","FAILURE","elorekezdes",4,1,5
"499","FAILURE","megallas",4,1,3
"500","FAILURE","nyomas",4,1,1
"501","FAILURE","ihlet",4,1,4
"502","FAILURE","hibazas ",4,1,3
"503","FAILURE","velemeny",4,1,2
"504","FAILURE","feladas ",4.5,2,1
"505","FAILURE","megbizhatatlansag",4,1,1
"506","FAILURE","allatelettan",4,1,1
"507","FAILURE","elesettseg",4,1,1
"508","FAILURE","remeny",4,1,4
"509","FAILURE","rosszullet ",4,1,1
"510","FAILURE","b",4,1,2
"511","FAILURE","blokk",4,1,1
"512","FAILURE","eleses",4,1,2
"513","FAILURE","akaras",4,1,3
"514","FAILURE","videojatek",4,1,2
"515","FAILURE","masok velemenye",4,1,2
"516","FAILURE","osszeomlas",4.5,2,1.5
"517","FAILURE","gyenge",4,1,1
"518","FAILURE","bizonyitas ",4,1,4
"519","FAILURE","megalazottsag",4,1,1
"520","FAILURE","nagyobb erofeszites",4,1,4
"521","FAILURE","felev",4,1,3
"522","FAILURE","eredmenytelen ",4,1,1
"523","FAILURE","fej",4,1,3
"524","FAILURE","ujabb kihivas",4,1,5
"525","FAILURE","csod ",4,1,1
"526","FAILURE","sajnalat",4,1,2
"527","FAILURE","anatomia",4,1,3
"528","FAILURE","tarsasag",4,1,2
"529","FAILURE","ujult ero",4,1,5
"530","FAILURE","tudatlansag ",4,1,2
"531","FAILURE","megcsinalom",4,1,5
"532","FAILURE","remenyvesztettseg",4,1,1
"533","FAILURE","belso orlodes",4,1,1
"534","FAILURE","elegedetlenseg",4,1,2
"535","FAILURE","bizalmatlansag",4,1,1
"536","FAILURE","vege",4,2,2.5
"537","FAILURE","feladni ",4,1,1
"538","FAILURE","negativitas",4.5,2,1
"539","FAILURE","parkapcsolat",4,2,3
"540","FAILURE","elfogadas",4.5,2,4
"541","FAILURE","panik",4,1,2
"542","FAILURE","feleslegesseg",4,1,1
"543","FAILURE","csak elore",4,1,5
"544","FAILURE","gyengeseg ",4,1,1
"545","FAILURE","szerencse",4,1,3
"546","FAILURE","remenykedes",4,1,1
"547","FAILURE","felulkerekedni",4,1,5
"548","FAILURE","ismetlodes",4,1,3
"549","FAILURE","tanora",4,1,3
"550","FAILURE","erdektelenseg",4,1,1
"551","FAILURE","nyaloka ",4,1,4
"552","FAILURE","biralat",4,1,1
"553","FAILURE","cel",4,1,5
"554","FAILURE","kihivas",4,1,3
"555","FAILURE","palyazatok",4,1,3
"556","FAILURE","jatek",4,1,3
"557","FAILURE","motivacio ",4,1,5
"558","FAILURE","szukseges rossz",4,1,3
"559","FAILURE","melypont",4.5,2,1
"560","FAILURE","meghiusulas",4,1,1
"561","FAILURE","kellemetlen erzes",4,1,2
"562","FAILURE","bizonyitasi vagy",4.5,2,4.5
"563","FAILURE","felkeszuletlenseg",4,1,1
"564","FAILURE","kardvivas",4,1,3
"565","FAILURE","penz",4,1,3
"566","FAILURE","demotivaltsag",4,1,1
"567","FAILURE","hiany",4.5,2,2
"568","FAILURE","szulok",4.5,2,2.5
"569","FAILURE","motivaltsag",5,1,4
"570","FAILURE","gyozni",5,1,5
"571","FAILURE","tovabbhaladas",5,1,5
"572","FAILURE","valtozas",5,2,4
"573","FAILURE","onreflexio",5,1,5
"574","FAILURE","esely",5,3,4.66666666666667
"575","FAILURE","segitseg",5,1,4
"576","FAILURE","stop",5,1,3
"577","FAILURE","ora",5,1,3
"578","FAILURE","kovetkezmeny",5,1,3
"579","FAILURE","kihivas ",5,1,4
"580","FAILURE","sport",5,3,2
"581","FAILURE","celtudat",5,1,5
"582","FAILURE","gyemgeseg",5,1,2
"583","FAILURE","levertseg",5,1,1
"584","FAILURE","a",5,1,3
"585","FAILURE","uj esely",5,1,5
"586","FAILURE","tores ",5,1,2
"587","FAILURE","elkerulendo",5,1,4
"588","FAILURE","vigasztalas",5,1,4
"589","FAILURE","kemenyebben",5,1,5
"590","FAILURE","uj",5,1,4
"591","FAILURE","onnizalomhiany",5,1,1
"592","FAILURE","siker ",5,1,5
"593","FAILURE","mas megkozelites",5,1,4
"594","FAILURE","teljesitmeny ",5,2,4.5
"595","FAILURE","joco",5,1,5
"596","FAILURE","sikertelen ",5,1,1
"597","FAILURE","pozitivan latni",5,1,5
"598","FAILURE","elkeserito",5,1,1
"599","FAILURE","elorelepes",5,1,5
"600","FAILURE","edesapam",5,1,2
"601","FAILURE","szanalom",5,1,1
"602","FAILURE","kozlekedes",5,1,4
"603","FAILURE","tapasztalat ",5,1,5
"604","FAILURE","feladat",5,1,4
